"module name","license","repository"
"@jridgewell/set-array@1.2.1","MIT","https://github.com/jridgewell/set-array"
"@jridgewell/sourcemap-codec@1.5.0","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/trace-mapping@0.3.25","MIT","https://github.com/jridgewell/trace-mapping"
"@jsdevtools/ono@7.1.3","MIT","https://github.com/JS-DevTools/ono"
"@lexical/clipboard@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/code@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/devtools-core@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/dragon@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/hashtag@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/headless@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/history@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/html@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/link@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/list@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/mark@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/markdown@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/offset@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/overflow@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/plain-text@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/react@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/rich-text@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/selection@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/table@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/text@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/utils@0.28.0","MIT","https://github.com/facebook/lexical"
"@lexical/yjs@0.28.0","MIT","https://github.com/facebook/lexical"
"@monaco-editor/loader@1.5.0","MIT","https://github.com/suren-atoyan/monaco-loader"
"@monaco-editor/react@4.7.0","MIT","https://github.com/suren-atoyan/monaco-react"
"@next/env@15.2.3","MIT","https://github.com/vercel/next.js"
"@next/eslint-plugin-next@15.2.2","MIT","https://github.com/vercel/next.js"
"@next/swc-darwin-arm64@15.2.3","MIT","https://github.com/vercel/next.js"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@nolyfill/is-core-module@1.0.39","MIT","https://github.com/SukkaW/nolyfill"
"@payloadcms/db-postgres@3.38.0","MIT","https://github.com/payloadcms/payload"
"@payloadcms/drizzle@3.38.0","MIT","https://github.com/payloadcms/payload"
"@payloadcms/email-nodemailer@3.38.0","MIT","https://github.com/payloadcms/payload"
"@payloadcms/graphql@3.38.0","MIT","https://github.com/payloadcms/payload"
"@payloadcms/next@3.38.0","MIT","https://github.com/payloadcms/payload"
"@payloadcms/plugin-form-builder@3.38.0","MIT","https://github.com/payloadcms/payload"
"@payloadcms/richtext-lexical@3.38.0","MIT","https://github.com/payloadcms/payload"
"@payloadcms/translations@3.38.0","MIT","https://github.com/payloadcms/payload"
"@payloadcms/ui@3.38.0","MIT","https://github.com/payloadcms/payload"
"@pkgjs/parseargs@0.11.0","MIT","https://github.com/pkgjs/parseargs"
"@react-hook/debounce@3.0.0","MIT","https://github.com/jaredLunde/react-hook"
"@react-hook/event@1.2.6","MIT","https://github.com/jaredLunde/react-hook"
"@react-hook/latest@1.0.3","MIT","https://github.com/jaredLunde/react-hook"
"@react-hook/throttle@2.2.0","MIT","https://github.com/jaredLunde/react-hook"
"@react-hook/window-size@3.1.1","MIT","https://github.com/jaredLunde/react-hook"
"@rtsao/scc@1.1.0","MIT","https://github.com/rtsao/scc"
"@rushstack/eslint-patch@1.11.0","MIT","https://github.com/microsoft/rushstack"
"@swc/counter@0.1.3","Apache-2.0","https://github.com/swc-project/pkgs"
"@swc/helpers@0.5.15","Apache-2.0","https://github.com/swc-project/swc"
"@tanstack/query-core@5.83.0","MIT","https://github.com/TanStack/query"
"@tanstack/react-query@5.83.0","MIT","https://github.com/TanStack/query"
"@tokenizer/token@0.3.0","MIT","https://github.com/Borewit/tokenizer-token"
"@types/acorn@4.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/busboy@1.5.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/debug@4.1.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree-jsx@1.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hast@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/js-cookie@2.2.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json5@0.0.29","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash@4.17.16","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdast@4.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/ms@2.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@22.15.18","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/nodemailer@6.4.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/pg@8.10.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@19.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-transition-group@4.4.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@19.0.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@2.0.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/uuid@10.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@8.32.1","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@8.32.1","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@8.32.1","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@8.32.1","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@8.32.1","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@8.32.1","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@8.32.1","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@8.32.1","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@unrs/resolver-binding-darwin-arm64@1.7.2","MIT","https://github.com/unrs/unrs-resolver"
"@xobotyi/scrollbar-width@1.9.5","MIT","https://github.com/xobotyi/scrollbar-width"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn@8.12.1","MIT","https://github.com/acornjs/acorn"
"acorn@8.14.1","MIT","https://github.com/acornjs/acorn"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ajv@8.17.1","MIT","https://github.com/ajv-validator/ajv"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@6.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@6.2.1","MIT","https://github.com/chalk/ansi-styles"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"arg@5.0.2","MIT","https://github.com/vercel/arg"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"aria-query@5.3.2","Apache-2.0","https://github.com/A11yance/aria-query"
"array-buffer-byte-length@1.0.2","MIT","https://github.com/inspect-js/array-buffer-byte-length"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-includes@3.1.8","MIT","https://github.com/es-shims/array-includes"
"array.prototype.findlast@1.2.5","MIT","https://github.com/es-shims/Array.prototype.findLast"
"array.prototype.findlastindex@1.2.6","MIT","https://github.com/es-shims/Array.prototype.findLastIndex"
"array.prototype.flat@1.3.3","MIT","https://github.com/es-shims/Array.prototype.flat"
"array.prototype.flatmap@1.3.3","MIT","https://github.com/es-shims/Array.prototype.flatMap"
"array.prototype.tosorted@1.1.4","MIT","https://github.com/es-shims/Array.prototype.toSorted"
"arraybuffer.prototype.slice@1.0.4","MIT","https://github.com/es-shims/ArrayBuffer.prototype.slice"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"ast-types-flow@0.0.8","MIT","https://github.com/kyldvs/ast-types-flow"
"async-function@1.0.0","MIT","https://github.com/ljharb/async-function"
"atomic-sleep@1.0.0","MIT","https://github.com/davidmarkclements/atomic-sleep"
"autoprefixer@10.4.21","MIT","https://github.com/postcss/autoprefixer"
"available-typed-arrays@1.0.7","MIT","https://github.com/inspect-js/available-typed-arrays"
"axe-core@4.10.3","MPL-2.0","https://github.com/dequelabs/axe-core"
"axobject-query@4.1.0","Apache-2.0","https://github.com/A11yance/axobject-query"
"b4a@1.6.7","Apache-2.0","https://github.com/holepunchto/b4a"
"babel-plugin-macros@3.1.0","MIT","https://github.com/kentcdodds/babel-plugin-macros"
"babel-plugin-react-compiler@19.1.0-rc.2","MIT","https://github.com/facebook/react"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"bare-events@2.5.4","Apache-2.0","https://github.com/holepunchto/bare-events"
"bare-fs@4.1.5","Apache-2.0","https://github.com/holepunchto/bare-fs"
"bare-os@3.6.1","Apache-2.0","https://github.com/holepunchto/bare-os"
"bare-path@3.0.0","Apache-2.0","https://github.com/holepunchto/bare-path"
"bare-stream@2.6.5","Apache-2.0","https://github.com/holepunchto/bare-stream"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"binary-extensions@2.3.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bl@4.1.0","MIT","https://github.com/rvagg/bl"
"body-scroll-lock@4.0.0-beta.0","MIT","https://github.com/willmcpo/body-scroll-lock"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.1","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browserslist@4.24.5","MIT","https://github.com/browserslist/browserslist"
"bson-objectid@2.0.4","Apache-2.0","https://github.com/williamkapke/bson-objectid"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"buffer-writer@2.0.0","MIT","https://github.com/brianc/node-buffer-writer"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"busboy@1.6.0","MIT","https://github.com/mscdex/busboy"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"call-bind@1.0.8","MIT","https://github.com/ljharb/call-bind"
"call-bound@1.0.4","MIT","https://github.com/ljharb/call-bound"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase-css@2.0.1","MIT","https://github.com/stevenvachon/camelcase-css"
"caniuse-lite@1.0.30001718","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"ccount@2.0.1","MIT","https://github.com/wooorm/ccount"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"character-entities-html4@2.1.0","MIT","https://github.com/wooorm/character-entities-html4"
"character-entities-legacy@3.0.0","MIT","https://github.com/wooorm/character-entities-legacy"
"character-entities@2.0.2","MIT","https://github.com/wooorm/character-entities"
"character-reference-invalid@2.0.1","MIT","https://github.com/wooorm/character-reference-invalid"
"charenc@0.0.2","BSD-3-Clause","https://github.com/pvorb/node-charenc"
"chokidar@3.6.0","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.1.4","ISC","https://github.com/isaacs/chownr"
"ci-info@4.2.0","MIT","https://github.com/watson/ci-info"
"classnames@2.5.1","MIT","https://github.com/JedWatson/classnames"
"client-only@0.0.1","MIT",""
"clsx@2.1.1","MIT","https://github.com/lukeed/clsx"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"color-string@1.9.1","MIT","https://github.com/Qix-/color-string"
"color@4.2.3","MIT","https://github.com/Qix-/color"
"colorette@2.0.20","MIT","https://github.com/jorgebucaran/colorette"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"commander@4.1.1","MIT","https://github.com/tj/commander.js"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"console-table-printer@2.12.1","MIT","https://github.com/ayonious/console-table-printer"
"convert-source-map@1.9.0","MIT","https://github.com/thlorenz/convert-source-map"
"copy-to-clipboard@3.3.3","MIT","https://github.com/sudodoki/copy-to-clipboard"
"cosmiconfig@7.1.0","MIT","https://github.com/davidtheclark/cosmiconfig"
"croner@9.0.0","MIT","https://github.com/hexagon/croner"
"cross-env@7.0.3","MIT","https://github.com/kentcdodds/cross-env"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"crypt@0.0.2","BSD-3-Clause","https://github.com/pvorb/node-crypt"
"css-in-js-utils@3.1.0","MIT","https://github.com/robinweser/css-in-js-utils"
"css-tree@1.1.3","MIT","https://github.com/csstree/csstree"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssfilter@0.0.10","MIT","https://github.com/leizongmin/js-css-filter"
"csstype@3.1.3","MIT","https://github.com/frenic/csstype"
"damerau-levenshtein@1.0.8","BSD-2-Clause","https://github.com/tad-lispy/node-damerau-levenshtein"
"data-view-buffer@1.0.2","MIT","https://github.com/inspect-js/data-view-buffer"
"data-view-byte-length@1.0.2","MIT","https://github.com/inspect-js/data-view-byte-length"
"data-view-byte-offset@1.0.1","MIT","https://github.com/inspect-js/data-view-byte-offset"
"dataloader@2.2.3","MIT","https://github.com/graphql/dataloader"
"date-fns@3.6.0","MIT","https://github.com/date-fns/date-fns"
"date-fns@4.1.0","MIT","https://github.com/date-fns/date-fns"
"dateformat@4.6.3","MIT","https://github.com/felixge/node-dateformat"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.4.1","MIT","https://github.com/debug-js/debug"
"debuglog@1.0.1","MIT","https://github.com/sam-github/node-debuglog"
"decode-named-character-reference@1.1.0","MIT","https://github.com/wooorm/decode-named-character-reference"
"decompress-response@6.0.0","MIT","https://github.com/sindresorhus/decompress-response"
"deep-extend@0.6.0","MIT","https://github.com/unclechu/node-deep-extend"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"deepmerge@4.3.1","MIT","https://github.com/TehShrike/deepmerge"
"define-data-property@1.1.4","MIT","https://github.com/ljharb/define-data-property"
"define-properties@1.2.1","MIT","https://github.com/ljharb/define-properties"
"dequal@2.0.3","MIT","https://github.com/lukeed/dequal"
"detect-libc@2.0.4","Apache-2.0","https://github.com/lovell/detect-libc"
"devlop@1.1.0","MIT","https://github.com/wooorm/devlop"
"dezalgo@1.0.4","ISC","https://github.com/npm/dezalgo"
"didyoumean@1.2.2","Apache-2.0","https://github.com/dcporter/didyoumean.js"
"diff@5.2.0","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"dlv@1.1.3","MIT","https://github.com/developit/dlv"
"doctrine@2.1.0","Apache-2.0","https://github.com/eslint/doctrine"
"dom-helpers@5.2.1","MIT","https://github.com/react-bootstrap/dom-helpers"
"dotenv@16.5.0","BSD-2-Clause","https://github.com/motdotla/dotenv"
"drizzle-kit@0.28.0","MIT","https://github.com/drizzle-team/drizzle-orm"
"drizzle-orm@0.36.1","Apache-2.0","https://github.com/drizzle-team/drizzle-orm"
"dunder-proto@1.0.1","MIT","https://github.com/es-shims/dunder-proto"
"eastasianwidth@0.2.0","MIT","https://github.com/komagata/eastasianwidth"
"electron-to-chromium@1.5.155","ISC","https://github.com/kilian/electron-to-chromium"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@9.2.2","MIT","https://github.com/mathiasbynens/emoji-regex"
"end-of-stream@1.4.4","MIT","https://github.com/mafintosh/end-of-stream"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"error-stack-parser@2.1.4","MIT","https://github.com/stacktracejs/error-stack-parser"
"es-abstract@1.23.9","MIT","https://github.com/ljharb/es-abstract"
"es-define-property@1.0.1","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-iterator-helpers@1.2.1","MIT","https://github.com/es-shims/iterator-helpers"
"es-object-atoms@1.1.1","MIT","https://github.com/ljharb/es-object-atoms"
"es-set-tostringtag@2.1.0","MIT","https://github.com/es-shims/es-set-tostringtag"
"es-shim-unscopables@1.1.0","MIT","https://github.com/ljharb/es-shim-unscopables"
"es-to-primitive@1.3.0","MIT","https://github.com/ljharb/es-to-primitive"
"esbuild-register@3.6.0","MIT",""
"esbuild@0.18.20","MIT","https://github.com/evanw/esbuild"
"esbuild@0.19.12","MIT","https://github.com/evanw/esbuild"
"esbuild@0.23.1","MIT","https://github.com/evanw/esbuild"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"eslint-config-next@15.2.2","MIT","https://github.com/vercel/next.js"
"eslint-import-resolver-node@0.3.9","MIT","https://github.com/import-js/eslint-plugin-import"
"eslint-import-resolver-typescript@3.10.1","ISC","https://github.com/import-js/eslint-import-resolver-typescript"
"eslint-module-utils@2.12.0","MIT","https://github.com/import-js/eslint-plugin-import"
"eslint-plugin-import@2.31.0","MIT","https://github.com/import-js/eslint-plugin-import"
"eslint-plugin-jsx-a11y@6.10.2","MIT","https://github.com/jsx-eslint/eslint-plugin-jsx-a11y"
"eslint-plugin-react-hooks@5.2.0","MIT","https://github.com/facebook/react"
"eslint-plugin-react@7.37.5","MIT","https://github.com/jsx-eslint/eslint-plugin-react"
"eslint-scope@8.3.0","BSD-2-Clause","https://github.com/eslint/js"
"eslint-visitor-keys@3.4.3","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@4.2.0","Apache-2.0","https://github.com/eslint/js"
"eslint@9.27.0","MIT","https://github.com/eslint/eslint"
"espree@10.3.0","BSD-2-Clause","https://github.com/eslint/js"
"esquery@1.6.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estree-util-is-identifier-name@3.0.0","MIT","https://github.com/syntax-tree/estree-util-is-identifier-name"
"estree-util-visit@2.0.0","MIT","https://github.com/syntax-tree/estree-util-visit"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"expand-template@2.0.3","(MIT OR WTFPL)","https://github.com/ralphtheninja/expand-template"
"fast-copy@3.0.2","MIT","https://github.com/planttheidea/fast-copy"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-fifo@1.3.2","MIT","https://github.com/mafintosh/fast-fifo"
"fast-glob@3.3.1","MIT","https://github.com/mrmlnc/fast-glob"
"fast-glob@3.3.3","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fast-redact@3.5.0","MIT","https://github.com/davidmarkclements/fast-redact"
"fast-safe-stringify@2.1.1","MIT","https://github.com/davidmarkclements/fast-safe-stringify"
"fast-shallow-equal@1.0.0","Public Domain","https://github.com/streamich/fast-shallow-equal"
"fast-uri@3.0.6","BSD-3-Clause","https://github.com/fastify/fast-uri"
"fastest-stable-stringify@2.0.2","MIT","https://github.com/streamich/fastest-stable-stringify"
"fastq@1.19.1","ISC","https://github.com/mcollina/fastq"
"fdir@6.4.4","MIT","https://github.com/thecodrr/fdir"
"file-entry-cache@8.0.0","MIT","https://github.com/jaredwray/file-entry-cache"
"file-type@19.3.0","MIT","https://github.com/sindresorhus/file-type"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"find-root@1.1.0","MIT","https://github.com/js-n/find-root"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"flat-cache@4.0.1","MIT","https://github.com/jaredwray/flat-cache"
"flatted@3.3.3","ISC","https://github.com/WebReflection/flatted"
"focus-trap@7.5.4","MIT","https://github.com/focus-trap/focus-trap"
"for-each@0.3.5","MIT","https://github.com/Raynos/for-each"
"foreground-child@3.3.1","ISC","https://github.com/tapjs/foreground-child"
"fraction.js@4.3.7","MIT","https://github.com/rawify/Fraction.js"
"framer-motion@12.12.1","MIT","https://github.com/motiondivision/motion"
"fs-constants@1.0.0","MIT","https://github.com/mafintosh/fs-constants"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"fsevents@2.3.3","MIT","https://github.com/fsevents/fsevents"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"function.prototype.name@1.1.8","MIT","https://github.com/es-shims/Function.prototype.name"
"functions-have-names@1.2.3","MIT","https://github.com/inspect-js/functions-have-names"
"get-intrinsic@1.3.0","MIT","https://github.com/ljharb/get-intrinsic"
"get-proto@1.0.1","MIT","https://github.com/ljharb/get-proto"
